partnership,sector,countries,announcement_date,start_year,announced_units_or_capacity,unit_type,target_year,claimed_savings_pct,source_title,source_url,eu_uk_flag,label,speed_index_units_per_year
Vodafone–SUEZ,Smart water (NB‑IoT),UK; FR; IT; ES; NZ,2024-04-15,2024,2000000,smart meters,2030,15.0,SUEZ × Vodafone press release,https://www.suez.com/en/news/press-releases/suez-vodafone-sign-global-partnership-remote-reading-new-generation-smart-water-meters,True,Vodafone–SUEZ — Smart water (NB‑IoT),333333.3333333333
